COLUMNA,DESCRIPCION,TIPO_DATO,LONGITUD,CODIGO_VALIDO
I_23,Número de empresas que conocen o han escuchado hablar sobre los diferentes tipos de instituciones financieras_Sociedades Financieras Populares (SOFIPO),Numeric,"12,15",0.0 - 999999999999.999999999999999
J_23,Número de empresas que conocen o han escuchado hablar sobre los diferentes tipos de instituciones financieras_Casas de bolsa,Numeric,"12,15",0.0 - 999999999999.999999999999999
K_23,Número de empresas que conocen o han escuchado hablar sobre los diferentes tipos de instituciones financieras_Instituciones de financiamiento colectivo (crowdfunding),Numeric,"12,15",0.0 - 999999999999.999999999999999
C_24,Número de empresas que conocen o han escuchado hablar sobre las actividades de las entidades del sistema financiero mexicano_Total de empresas,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_24,"Número de empresas que conocen o han escuchado hablar sobre las actividades de las entidades del sistema financiero mexicano_Sociedades de información crediticia (Buró de Crédito, Círculo de Crédito)",Numeric,"12,15",0.0 - 999999999999.999999999999999
E_24,Número de empresas que conocen o han escuchado hablar sobre las actividades de las entidades del sistema financiero mexicano_Aseguradoras,Numeric,"12,15",0.0 - 999999999999.999999999999999
F_24,Número de empresas que conocen o han escuchado hablar sobre las actividades de las entidades del sistema financiero mexicano_Afores,Numeric,"12,15",0.0 - 999999999999.999999999999999
G_24,Número de empresas que conocen o han escuchado hablar sobre las actividades de las entidades del sistema financiero mexicano_Banco de México (Banxico),Numeric,"12,15",0.0 - 999999999999.999999999999999
H_24,Número de empresas que conocen o han escuchado hablar sobre las actividades de las entidades del sistema financiero mexicano_Comisión Nacional para la Protección y Defensa de los Usuarios de Servicios Financieros (CONDUSEF),Numeric,"12,15",0.0 - 999999999999.999999999999999
I_24,Número de empresas que conocen o han escuchado hablar sobre las actividades de las entidades del sistema financiero mexicano_Instituto para la Protección al Ahorro Bancario (IPAB),Numeric,"12,15",0.0 - 999999999999.999999999999999
J_24,Número de empresas que conocen o han escuchado hablar sobre las actividades de las entidades del sistema financiero mexicano_Comisión Nacional Bancaria y de Valores (CNBV),Numeric,"12,15",0.0 - 999999999999.999999999999999
C_25,Número de empresas que otorgaron crédito o financiamiento_Total de empresas,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_25,Número de empresas que otorgaron crédito o financiamiento_Clientes de la empresa,Numeric,"12,15",0.0 - 999999999999.999999999999999
E_25,Número de empresas que otorgaron crédito o financiamiento_La matriz o el grupo controlador de la empresa,Numeric,"12,15",0.0 - 999999999999.999999999999999
F_25,Número de empresas que otorgaron crédito o financiamiento_Alguna subsidiaria del grupo controlador de la empresa,Numeric,"12,15",0.0 - 999999999999.999999999999999
G_25,Número de empresas que otorgaron crédito o financiamiento_Personal o socios (as) de la empresa,Numeric,"12,15",0.0 - 999999999999.999999999999999
H_25,Número de empresas que otorgaron crédito o financiamiento_Otro,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_26,"Número de empresas que utilizaron recursos propios para solventar sus operaciones, pagar transacciones o realizar alguna otra actividad_Total de empresas",Numeric,"12,15",0.0 - 999999999999.999999999999999
C_26_1_1,"Número de empresas que utilizaron sus utilidades para financiar o solventar sus operaciones, según características de esta fuente_Total de empresas",Numeric,"12,15",0.0 - 999999999999.999999999999999
C_26_1_2,"Número de empresas que vendieron activos para financiar o solventar sus operaciones, según características de esta fuente_Total de empresas",Numeric,"12,15",0.0 - 999999999999.999999999999999
C_26_1_3,"Número de empresas que utilizaron ahorros, aportaciones o recursos de los (as) socios (as) para financiar o solventar sus operaciones, según características de esta fuente_Total de empresas",Numeric,"12,15",0.0 - 999999999999.999999999999999
C_26_1_9,"Número de empresas que utilizaron otras fuentes para financiar o solventar sus operaciones, según características de esta fuente_Total de empresas",Numeric,"12,15",0.0 - 999999999999.999999999999999
C_26_0,"Número de empresas que ocuparon recursos propios para solventar sus operaciones, pagar transacciones o realizar alguna otra actividad, por fuente de financiamiento_Total de empresas",Numeric,"12,15",0.0 - 999999999999.999999999999999
D_26_0,"Número de empresas que ocuparon recursos propios para solventar sus operaciones, pagar transacciones o realizar alguna otra actividad, por fuente de financiamiento_Utilidades de la empresa",Numeric,"12,15",0.0 - 999999999999.999999999999999
E_26_0,"Número de empresas que ocuparon recursos propios para solventar sus operaciones, pagar transacciones o realizar alguna otra actividad, por fuente de financiamiento_Venta de activos de la empresa (cualquier activo)",Numeric,"12,15",0.0 - 999999999999.999999999999999
F_26_0,"Número de empresas que ocuparon recursos propios para solventar sus operaciones, pagar transacciones o realizar alguna otra actividad, por fuente de financiamiento_Ahorros, aportaciones o recursos de los (as) socios (as)",Numeric,"12,15",0.0 - 999999999999.999999999999999
G_26_0,"Número de empresas que ocuparon recursos propios para solventar sus operaciones, pagar transacciones o realizar alguna otra actividad, por fuente de financiamiento_Otra",Numeric,"12,15",0.0 - 999999999999.999999999999999
C_26a,Número de empresas que utilizaron recursos propios para financiar o solventar sus operaciones_Total de empresas,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_26a,Número de empresas que utilizaron recursos propios para financiar o solventar sus operaciones_Monto total de recursos (miles de pesos),Numeric,"12,15",0.0 - 999999999999.999999999999999
C_27,"Número de empresas que utilizaron recursos propios para solventar sus operaciones, pagar transacciones o realizar alguna otra actividad, según razones de uso_Total de empresas",Numeric,"12,15",0.0 - 999999999999.999999999999999
D_27,"Número de empresas que utilizaron recursos propios para solventar sus operaciones, pagar transacciones o realizar alguna otra actividad, según razones de uso_Es más sencillo obtener estos recursos que otros",Numeric,"12,15",0.0 - 999999999999.999999999999999
E_27,"Número de empresas que utilizaron recursos propios para solventar sus operaciones, pagar transacciones o realizar alguna otra actividad, según razones de uso_Los recursos se obtienen más rápido que un crédito",Numeric,"12,15",0.0 - 999999999999.999999999999999
F_27,"Número de empresas que utilizaron recursos propios para solventar sus operaciones, pagar transacciones o realizar alguna otra actividad, según razones de uso_Se prefiere no solicitar crédito",Numeric,"12,15",0.0 - 999999999999.999999999999999
G_27,"Número de empresas que utilizaron recursos propios para solventar sus operaciones, pagar transacciones o realizar alguna otra actividad, según razones de uso_Es menos costoso que solicitar financiamiento",Numeric,"12,15",0.0 - 999999999999.999999999999999
H_27,"Número de empresas que utilizaron recursos propios para solventar sus operaciones, pagar transacciones o realizar alguna otra actividad, según razones de uso_Falta de acceso a financiamiento",Numeric,"12,15",0.0 - 999999999999.999999999999999
I_27,"Número de empresas que utilizaron recursos propios para solventar sus operaciones, pagar transacciones o realizar alguna otra actividad, según razones de uso_Otra",Numeric,"12,15",0.0 - 999999999999.999999999999999
C_28,Número de empresas que desde su inicio de operaciones han solicitado o tenido algún financiamiento_Total de empresas,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_28,Número de empresas que desde su inicio de operaciones han solicitado o tenido algún financiamiento_Empresas que han solicitado financiamiento,Numeric,"12,15",0.0 - 999999999999.999999999999999
E_28,Número de empresas que desde su inicio de operaciones han solicitado o tenido algún financiamiento_Empresas que han tenido financiamiento,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_29_1,Número de empresas según el resultado de la primera solicitud de crédito o financiamiento_Total de empresas,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_29_1,Número de empresas según el resultado de la primera solicitud de crédito o financiamiento_Empresas cuya solicitud de financiamiento fue aprobada,Numeric,"12,15",0.0 - 999999999999.999999999999999
E_29_1,Número de empresas según el resultado de la primera solicitud de crédito o financiamiento_Empresas cuya solicitud de financiamiento fue rechazada,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_29_2,Número de empresas según institución o fuente a la que acudieron para realizar la primera solicitud de crédito_Total de empresas,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_29_2,Número de empresas según institución o fuente a la que acudieron para realizar la primera solicitud de crédito_Banca comercial,Numeric,"12,15",0.0 - 999999999999.999999999999999
E_29_2,Número de empresas según institución o fuente a la que acudieron para realizar la primera solicitud de crédito_Banca de desarrollo,Numeric,"12,15",0.0 - 999999999999.999999999999999
F_29_2,"Número de empresas según institución o fuente a la que acudieron para realizar la primera solicitud de crédito_Institución financiera no bancaria (SOFOM, SOCAP, SOFIPO, Unión de Crédito)",Numeric,"12,15",0.0 - 999999999999.999999999999999
G_29_2,"Número de empresas según institución o fuente a la que acudieron para realizar la primera solicitud de crédito_Programas de gobierno federal, estatal o municipal",Numeric,"12,15",0.0 - 999999999999.999999999999999
H_29_2,Número de empresas según institución o fuente a la que acudieron para realizar la primera solicitud de crédito_Proveedores,Numeric,"12,15",0.0 - 999999999999.999999999999999
I_29_2,Número de empresas según institución o fuente a la que acudieron para realizar la primera solicitud de crédito_Familiares o amistades,Numeric,"12,15",0.0 - 999999999999.999999999999999
J_29_2,Número de empresas según institución o fuente a la que acudieron para realizar la primera solicitud de crédito_Instituciones de financiamiento colectivo (crowdfunding),Numeric,"12,15",0.0 - 999999999999.999999999999999
K_29_2,Número de empresas según institución o fuente a la que acudieron para realizar la primera solicitud de crédito_Otra,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_30_1,Edad promedio de la empresa cuando solicitó por primera vez un crédito o préstamo por tipo de institución_Banca comercial,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_30_1,Edad promedio de la empresa cuando solicitó por primera vez un crédito o préstamo por tipo de institución_Banca de desarrollo,Numeric,"12,15",0.0 - 999999999999.999999999999999
E_30_1,"Edad promedio de la empresa cuando solicitó por primera vez un crédito o préstamo por tipo de institución_Institución financiera no bancaria (SOFOM, SOCAP, SOFIPO, Unión de Crédito)",Numeric,"12,15",0.0 - 999999999999.999999999999999
